;"GERÊNCIA DE SUPRIMENTOS
LISTA DE ITENS VIGENTES EM ATAS E CONTRATOS - ATT 12/08/2026";;;;;;;;;;;
;COD. PRODUTO FLUIG;CONTRATO;ENTIDADE;STATUSCONTRATO;FORNECEDOR;DATA INICIO;DATA FIM;IDPRD RM;NOME FANTASIA;DESC. PRODUTO;R$ TOTAL CONTRATO;CNPJ
;576825;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30174;CONFECCAO, TIPO:PASTA SEM BOLSO,TAMANHO:45X31CM, ,MATERIAL:PAPEL COUCHE,COMPLEMENTO:ABERTA;CONFECCAO, TIPO:PASTA SEM BOLSO,TAMANHO:45X31CM, ,MATERIAL:PAPEL COUCHE,COMPLEMENTO:ABERTA;10.269.152,60;32.414.708/0001-85
;576786;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30135;CONFECCAO, TIPO: PAPEL TIMBRADO: A4, PAPEL: OFFSET, GRAMATURA: ATE 90G, 4X0 OU 4X4.;CONFECCAO, TIPO: PAPEL TIMBRADO: A4, PAPEL: OFFSET, GRAMATURA: ATE 90G, 4X0 OU 4X4.;10.269.152,60;32.414.708/0001-85
;576836;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30185;CONFECCAO,TIPO:MARCADOR PAGINA,TAMANHO:18X5CM,MATERIAL:PAPEL COUCHE,COMPLEMENTO:BRILHO LOCALIZADO;CONFECCAO,TIPO:MARCADOR PAGINA,TAMANHO:18X5CM,MATERIAL:PAPEL COUCHE,COMPLEMENTO:BRILHO LOCALIZADO;10.269.152,60;32.414.708/0001-85
;576831;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30180;CONFECCAO,TIPO:MOBILE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G, TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;CONFECCAO,TIPO:MOBILE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G, TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;10.269.152,60;32.414.708/0001-85
;576526;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29875;CONFECCAO, TIPO:MOLESKINE, TAMANHO:A5,PAPEL:OFFSET,CAPA:PAPEL SUPREME, CORES:4X4;CONFECCAO, TIPO:MOLESKINE, TAMANHO:A5,PAPEL:OFFSET,CAPA:PAPEL SUPREME, CORES:4X4;10.269.152,60;32.414.708/0001-85
;576525;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29874;CONFECCAO, TIPO:CADERNO ORGANIZER, TAMANHO:A4,PAPEL:OFFSET,CAPA:PAPEL SUPREME;CONFECCAO, TIPO:CADERNO ORGANIZER, TAMANHO:A4,PAPEL:OFFSET,CAPA:PAPEL SUPREME;10.269.152,60;32.414.708/0001-85
;576524;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29873;CONFECCAO,TIPO:AGENDA, TAMANHO:14X20CM,PAPEL:OFFSET,CAPA:PAPEL SUPREME,CORES: 4X4;CONFECCAO,TIPO:AGENDA, TAMANHO:14X20CM,PAPEL:OFFSET,CAPA:PAPEL SUPREME,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576832;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30181;CONFECCAO,TIPO:LEQUE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G.,TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;CONFECCAO,TIPO:LEQUE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G.,TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;10.269.152,60;32.414.708/0001-85
;576523;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29872;CONFECCAO, TIPO:INFORMATIVO, TAMANHO:A4, PAPEL:COUCHE, GRAMATURA:115G, CORES: 4X4;CONFECCAO, TIPO:INFORMATIVO, TAMANHO:A4, PAPEL:COUCHE, GRAMATURA:115G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576522;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29871;CONFECCAO,TIPO:FORMULARIO,TAMANHO:A5,PAPEL:OFFSET,GRAMATURA:90G,CORES: 4X0;CONFECCAO,TIPO:FORMULARIO,TAMANHO:A5,PAPEL:OFFSET,GRAMATURA:90G,CORES: 4X0;10.269.152,60;32.414.708/0001-85
;576521;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29870;CONFECCAO, TIPO:FOLHETO,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;CONFECCAO, TIPO:FOLHETO,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576535;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29884;CONFECCAO ENVELOPE,TIPO:OFICIO,TAMANHO FECHADO:34X24CM,TAMANHO ABERTO:50X40,5CM,MATERIAL:PAPEL OFFSET,PESO:120G,COR:4X0;CONFECCAO ENVELOPE,TIPO:OFICIO,TAMANHO FECHADO:34X24CM,TAMANHO ABERTO:50X40,5CM,MATERIAL:PAPEL OFFSET,PESO:120G,COR:4X0;10.269.152,60;32.414.708/0001-85
;576520;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29869;CONFECCAO, TIPO:FOLHETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;CONFECCAO, TIPO:FOLHETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576519;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29868;CONFECCAO, TIPO:FOLDER,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G, CORES: 4X4;CONFECCAO, TIPO:FOLDER,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576518;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29867;CONFECCAO, TIPO:PANFLETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES:4X4;CONFECCAO, TIPO:PANFLETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES:4X4;10.269.152,60;32.414.708/0001-85
;576835;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30184;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE FOSCO,GRAMATURA:180G;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE FOSCO,GRAMATURA:180G;10.269.152,60;32.414.708/0001-85
;576834;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30183;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE BRILHOSO,GRAMATURA:180G;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE BRILHOSO,GRAMATURA:180G;10.269.152,60;32.414.708/0001-85
;576833;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30182;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL COUCHE FOSCO,,GRAMATURA:180G;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL COUCHE FOSCO,,GRAMATURA:180G;10.269.152,60;32.414.708/0001-85
;576536;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29885;CONFECCAO ENVELOPE,TIPO:OFICIO,TAMANHO FECHADO:22X11CM,TAMANHO ABERTO:26X25CM,MATERIAL:PAPEL OFFSET,PESO:120G,COR:4X0;CONFECCAO ENVELOPE,TIPO:OFICIO,TAMANHO FECHADO:22X11CM,TAMANHO ABERTO:26X25CM,MATERIAL:PAPEL OFFSET,PESO:120G,COR:4X0;10.269.152,60;32.414.708/0001-85
;576548;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29897;CONFECCAO,TIPO:DIPLOMA/CERTIFICADO, TAMANHO:A4,MATERIAL:COUCHE FOSCO, 4X0, COR:TRANSPARENTE;CONFECCAO,TIPO:DIPLOMA/CERTIFICADO, TAMANHO:A4,MATERIAL:COUCHE FOSCO, 4X0, COR:TRANSPARENTE;10.269.152,60;32.414.708/0001-85
;576709;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30058;CONFECCAO, TIPO: DISPLAY COM PE AMERICANO, TAMANHO: A5, MATERIAL: PAPELAO EMPASTADO, EXTRA: VERNIZ  DE MAQUINA E VINCO;CONFECCAO, TIPO: DISPLAY COM PE AMERICANO, TAMANHO: A5, MATERIAL: PAPELAO EMPASTADO, EXTRA: VERNIZ  DE MAQUINA E VINCO;10.269.152,60;32.414.708/0001-85
;576708;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30057;CONFECCAO, TIPO: DISPLAY COM PE  AMERICANO, TAMANHO: A4, MATERIAL: PAPELAO EMPASTADO, EXTRA: VERNIZ  DE MAQUINA E VINCO;CONFECCAO, TIPO: DISPLAY COM PE  AMERICANO, TAMANHO: A4, MATERIAL: PAPELAO EMPASTADO, EXTRA: VERNIZ  DE MAQUINA E VINCO;10.269.152,60;32.414.708/0001-85
;576539;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29888;CONFECCAO, TIPO:CRACHA,TAMANHO:10X15CM,MATERIAL:PVC,COR:4X4,PESO:300G;CONFECCAO, TIPO:CRACHA,TAMANHO:10X15CM,MATERIAL:PVC,COR:4X4,PESO:300G;10.269.152,60;32.414.708/0001-85
;576540;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29889;CONFECCAO,TIPO:CONVITE,TAMANHO:A5,PESO:170G,COR:4X4,PAPEL:COUCHE, FOSCO;CONFECCAO,TIPO:CONVITE,TAMANHO:A5,PESO:170G,COR:4X4,PAPEL:COUCHE, FOSCO;10.269.152,60;32.414.708/0001-85
;576541;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29890;CONFECCAO,TIPO:CARTEIRINHA,TAMANHO:10,2CMX6,8CM,MATERIAL:PVC, GRAMATURA:300G;CONFECCAO,TIPO:CARTEIRINHA,TAMANHO:10,2CMX6,8CM,MATERIAL:PVC, GRAMATURA:300G;10.269.152,60;32.414.708/0001-85
;576534;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29883;CONFECCAO, TIPO:CARTILHA LIVRO TECNICO, TAMANHO:A4,PAPEL:OFFSET,CAPA:COUCHE,COR: 4X4;CONFECCAO, TIPO:CARTILHA LIVRO TECNICO, TAMANHO:A4,PAPEL:OFFSET,CAPA:COUCHE,COR: 4X4;10.269.152,60;32.414.708/0001-85
;576533;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29882;CONFECCAO, TIPO:CARTILHA LIVRO TECNICO, TAMANHO:A5,PAPEL:OFFSET,CAPA:COUCHE,GRAMATURA:170G,COR: 4X4;CONFECCAO, TIPO:CARTILHA LIVRO TECNICO, TAMANHO:A5,PAPEL:OFFSET,CAPA:COUCHE,GRAMATURA:170G,COR: 4X4;10.269.152,60;32.414.708/0001-85
;576517;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29866;CONFECCAO. TIPO:CARTAZ, TAMANHO:A3,PAPEL:COUCHE, GRAMATURA:170G,COR: 4X0;CONFECCAO. TIPO:CARTAZ, TAMANHO:A3,PAPEL:COUCHE, GRAMATURA:170G,COR: 4X0;10.269.152,60;32.414.708/0001-85
;576516;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29865;CONFECCAO, TIPO:CARTAS PARA JOGO, TAMANHO:A6,PAPEL:COUCHE, GRAMATURA:250G, CORES: 4X4;CONFECCAO, TIPO:CARTAS PARA JOGO, TAMANHO:A6,PAPEL:COUCHE, GRAMATURA:250G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576532;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29881;CONFECCAO, TIPO:CARTAO COMEMORATIVO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:170G, CORES: 4X4;CONFECCAO, TIPO:CARTAO COMEMORATIVO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:170G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576531;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29880;CONFECCAO,TIPO:CALENDARIO,TAMANHO:18X14CM,PAPEL:COUCHE,GRAMATURA: 300G, CORES 4X4;CONFECCAO,TIPO:CALENDARIO,TAMANHO:18X14CM,PAPEL:COUCHE,GRAMATURA: 300G, CORES 4X4;10.269.152,60;32.414.708/0001-85
;576515;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29864;CONFECCAO, TIPO:BLOCO DE ANOTACOES, MEDIDAS:11,6X15CM,MIOLO:PAPEL OFFSET 90G,CAPA:PAPEL SUPREME 300G;CONFECCAO, TIPO:BLOCO DE ANOTACOES, MEDIDAS:11,6X15CM,MIOLO:PAPEL OFFSET 90G,CAPA:PAPEL SUPREME 300G;10.269.152,60;32.414.708/0001-85
;576514;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29863;CONFECCAO, TIPO:BLOCO DE ANOTACOES, TAMANHO:A5,MIOLO:PAPEL OFFSET 90G, CAPA:PAPEL SUPREME 300G;CONFECCAO, TIPO:BLOCO DE ANOTACOES, TAMANHO:A5,MIOLO:PAPEL OFFSET 90G, CAPA:PAPEL SUPREME 300G;10.269.152,60;32.414.708/0001-85
;576513;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29862;CONFECCAO, TIPO:BLOCO DE ANOTACOES, TAMANHO:A6,PAPEL:OFFSET,CAPA:PAPEL SUPREME;CONFECCAO, TIPO:BLOCO DE ANOTACOES, TAMANHO:A6,PAPEL:OFFSET,CAPA:PAPEL SUPREME;10.269.152,60;32.414.708/0001-85
;576530;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29879;CONFECCAO, TIPO:BANDEIROLA POR LAMINA FACA ESPECIAL,PAPEL:COUCHE BRILHOSO,GRAMATURA:240G,CORES: 4X4;CONFECCAO, TIPO:BANDEIROLA POR LAMINA FACA ESPECIAL,PAPEL:COUCHE BRILHOSO,GRAMATURA:240G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576529;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29878;CONFECCAO, TIPO:VOUCHER,PAPEL:COUCHE BRILHOSO, GRAMATURA:170G,CORES: 4X4;CONFECCAO, TIPO:VOUCHER,PAPEL:COUCHE BRILHOSO, GRAMATURA:170G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576528;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29877;CONFECCAO, TIPO:MANUAL, TAMANHO:A4,PAPEL:OFFSET, CAPA:PAPEL SUPREME, CORES: 4X4;CONFECCAO, TIPO:MANUAL, TAMANHO:A4,PAPEL:OFFSET, CAPA:PAPEL SUPREME, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576512;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29861;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO:50X50CM,CORES:4X0;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO:50X50CM,CORES:4X0;10.269.152,60;32.414.708/0001-85
;576510;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29859;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO: A4,CORES:4X0;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO: A4,CORES:4X0;10.269.152,60;32.414.708/0001-85
;576511;2025.0303;SENAI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29860;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO:A5, CORES: 4X0;CONFECCAO, TIPO:CARTELA ADESIVO, TAMANHO:A5, CORES: 4X0;10.269.152,60;32.414.708/0001-85
;576830;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30179;CONFECCAO,TIPO:FACA ESPECIAL;CONFECCAO,TIPO:FACA ESPECIAL;10.269.152,60;32.414.708/0001-85
;576527;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29876;CONFECCAO, TIPO:TABULEIRO DE JOGO, TAMANHO:41,5CM X 26CM,PAPEL:COUCHE,GRAMATURA:200G, CORES:4X4;CONFECCAO, TIPO:TABULEIRO DE JOGO, TAMANHO:41,5CM X 26CM,PAPEL:COUCHE,GRAMATURA:200G, CORES:4X4;10.269.152,60;32.414.708/0001-85
;576828;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30177;CONFECCAO,TIPO:PORTA RETRATO,TAMANHO:13X18CM,MATERIAL:PAPEL COUCHE;CONFECCAO,TIPO:PORTA RETRATO,TAMANHO:13X18CM,MATERIAL:PAPEL COUCHE;10.269.152,60;32.414.708/0001-85
;576827;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30176;CONFECCAO,TIPO:PORTA RETRATO,TAMANHO:10X15CM,MATERIAL:PAPEL COUCHE;CONFECCAO,TIPO:PORTA RETRATO,TAMANHO:10X15CM,MATERIAL:PAPEL COUCHE;10.269.152,60;32.414.708/0001-85
;576842;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30191;CONFECCAO,TIPO:PORTA COPO,TAMANHO:9X13CM, MATERIAL:PAPEL COUCHE,GRAMATURA:200G,COMPLEMENTO:BRILHO LOCALIZADO;CONFECCAO,TIPO:PORTA COPO,TAMANHO:9X13CM, MATERIAL:PAPEL COUCHE,GRAMATURA:200G,COMPLEMENTO:BRILHO LOCALIZADO;10.269.152,60;32.414.708/0001-85
;576824;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30173;"CONFECCAO: PASTA COM BOLSO  45,5X32CM (ABERTA); 22X32CM  (FECHADA)";"CONFECCAO: PASTA COM BOLSO  45,5X32CM (ABERTA); 22X32CM  (FECHADA), PAPEL COUCHE (200G) (BRILHOSO, FOSCO OU BRILHO LOCALIZADO).  4X4.";10.269.152,60;32.414.708/0001-85
;576825;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30174;CONFECCAO, TIPO:PASTA SEM BOLSO,TAMANHO:45X31CM, ,MATERIAL:PAPEL COUCHE,COMPLEMENTO:ABERTA;CONFECCAO, TIPO:PASTA SEM BOLSO,TAMANHO:45X31CM, ,MATERIAL:PAPEL COUCHE,COMPLEMENTO:ABERTA;10.269.152,60;32.414.708/0001-85
;576786;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30135;CONFECCAO, TIPO: PAPEL TIMBRADO: A4, PAPEL: OFFSET, GRAMATURA: ATE 90G, 4X0 OU 4X4.;CONFECCAO, TIPO: PAPEL TIMBRADO: A4, PAPEL: OFFSET, GRAMATURA: ATE 90G, 4X0 OU 4X4.;10.269.152,60;32.414.708/0001-85
;576836;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30185;CONFECCAO,TIPO:MARCADOR PAGINA,TAMANHO:18X5CM,MATERIAL:PAPEL COUCHE,COMPLEMENTO:BRILHO LOCALIZADO;CONFECCAO,TIPO:MARCADOR PAGINA,TAMANHO:18X5CM,MATERIAL:PAPEL COUCHE,COMPLEMENTO:BRILHO LOCALIZADO;10.269.152,60;32.414.708/0001-85
;576831;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30180;CONFECCAO,TIPO:MOBILE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G, TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;CONFECCAO,TIPO:MOBILE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G, TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;10.269.152,60;32.414.708/0001-85
;576526;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29875;CONFECCAO, TIPO:MOLESKINE, TAMANHO:A5,PAPEL:OFFSET,CAPA:PAPEL SUPREME, CORES:4X4;CONFECCAO, TIPO:MOLESKINE, TAMANHO:A5,PAPEL:OFFSET,CAPA:PAPEL SUPREME, CORES:4X4;10.269.152,60;32.414.708/0001-85
;576525;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29874;CONFECCAO, TIPO:CADERNO ORGANIZER, TAMANHO:A4,PAPEL:OFFSET,CAPA:PAPEL SUPREME;CONFECCAO, TIPO:CADERNO ORGANIZER, TAMANHO:A4,PAPEL:OFFSET,CAPA:PAPEL SUPREME;10.269.152,60;32.414.708/0001-85
;576524;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29873;CONFECCAO,TIPO:AGENDA, TAMANHO:14X20CM,PAPEL:OFFSET,CAPA:PAPEL SUPREME,CORES: 4X4;CONFECCAO,TIPO:AGENDA, TAMANHO:14X20CM,PAPEL:OFFSET,CAPA:PAPEL SUPREME,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576832;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30181;CONFECCAO,TIPO:LEQUE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G.,TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;CONFECCAO,TIPO:LEQUE,MATERIAL:PAPEL COUCHE FOSCO,GRAMATURA:115G.,TAMANHO:4X4,COMPLEMENTO:FACA ESPECIAL;10.269.152,60;32.414.708/0001-85
;576523;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29872;CONFECCAO, TIPO:INFORMATIVO, TAMANHO:A4, PAPEL:COUCHE, GRAMATURA:115G, CORES: 4X4;CONFECCAO, TIPO:INFORMATIVO, TAMANHO:A4, PAPEL:COUCHE, GRAMATURA:115G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576522;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29871;CONFECCAO,TIPO:FORMULARIO,TAMANHO:A5,PAPEL:OFFSET,GRAMATURA:90G,CORES: 4X0;CONFECCAO,TIPO:FORMULARIO,TAMANHO:A5,PAPEL:OFFSET,GRAMATURA:90G,CORES: 4X0;10.269.152,60;32.414.708/0001-85
;576521;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29870;CONFECCAO, TIPO:FOLHETO,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;CONFECCAO, TIPO:FOLHETO,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576520;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29869;CONFECCAO, TIPO:FOLHETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;CONFECCAO, TIPO:FOLHETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576519;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29868;CONFECCAO, TIPO:FOLDER,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G, CORES: 4X4;CONFECCAO, TIPO:FOLDER,TAMANHO:A4,PAPEL:COUCHE,GRAMATURA:115G, CORES: 4X4;10.269.152,60;32.414.708/0001-85
;576518;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;29867;CONFECCAO, TIPO:PANFLETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES:4X4;CONFECCAO, TIPO:PANFLETO, TAMANHO:A5,PAPEL:COUCHE,GRAMATURA:115G,CORES:4X4;10.269.152,60;32.414.708/0001-85
;576835;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30184;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE FOSCO,GRAMATURA:180G;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE FOSCO,GRAMATURA:180G;10.269.152,60;32.414.708/0001-85
;576834;2025.0303;SESI-DR/ES;VENCENDO;INGRAL INDUSTRIA GRAFICA LTDA;29/09/2025;29/09/2026;30183;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE BRILHOSO,GRAMATURA:180G;TAG,TAMANHO:5X3CM,MATERIAL:PAPEL SULFITE BRILHOSO,GRAMATURA:180G;10.269.152,60;32.414.708/0001-85
